index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
72,"$1,000,000",2019,Arts/Culture,1 year,Campaign 21,"Television; Radio; Journalism, news, and information, general",Children and youth,Continuing support; Capacity-building and technical assistance; Capital and infrastructure; Annual campaigns; Program creation,Cash grants,"William K. Bowes, Jr. Foundation","San Francisco, CA United States",Northern California Public Broadcasting,"San Francisco, CA United States","Campaign 21, supporting the creation of a KQED Lab; the creation of five Content Centers including one each for the topics of Arts, Science, News, Bay Area Life and Education; and the acquisition of equipment and staff to expand and enhance KQED's technology and infrastructure; and the cost of raising and administering funds in support of these efforts.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
73,"$970,559",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Presentations and productions,Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Mother Jones,"San Francisco, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
74,"$940,936",2019,Legacy & Opportunity / Public Media,4 years and 4 months,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,"Policy, advocacy and systems reform; Public engagement and education",Cash grants,Anne Ray Foundation,"Eden Prairie, MN United States",Public Broadcasting Service,"Arlington, VA United States","The purpose of this project is to create brand defining, innovative content that enables PBS audiences to explore their natural world and understand it better. The project will also encourage local stations to engage around local environmental issues.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
75,"$932,000",2019,,1 year,,"Journalism, news and information; Advocacy journalism",Children and youth; Students,Recordings and broadcasts; Program support,Cash grants,Ja & Kathryn Albertson Foundation Inc,"Boise, ID United States",Idaho Education News Inc,"Boise, ID United States",Idaho ED News,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
76,"$926,855",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Capacity-building and technical assistance; Program expansion,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",Institute for Nonprofit News,"Beverly Hills, CA United States",To grow its services to local news organizations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
77,"$903,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Fellowships; Leadership and professional development,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States","International Center for Journalists, Inc.","Washington, DC United States",To promote the global exchange of best practices in journalism through the Knight Fellowships,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
78,"$900,000",2019,,3 years,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Adults; Researchers; Activists,General support,Cash grants,Democracy Fund Inc,"Washington, DC United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",Provide general operating support to the Reporters Committeefor Freedom of the Press.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
79,"$875,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Continuing support; General support,Cash grants,Foundation to Promote Open Society,"New York City, NY United States",Magnum Cultural Foundation,"New York City, NY United States",To provide general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
80,"$860,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Artists and performers; Incarcerated people,General support,Cash grants,Foundation to Promote Open Society,"New York City, NY United States",PEN America,"New York City, NY United States",To provide general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
81,"$850,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,Independence Public Media of Philadelphia Inc,"Philadelphia, PA United States",Temple University,"Philadelphia, PA United States",TO STRENGTHEN THE GERMANTOWN INFO HUB & KENSINGTON VOICE COMMUNITY-CENTERED JOURNALISM PROJECTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
82,"$850,000",2019,On Nigeria,2 months,,Investigative journalism,Not Specified,Public engagement and education; Ethics and accountability; Program support,Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Tiger Eye Social Foundation,"Dzorwulu, Accra, Ghana",To strengthen investigative journalism and enhance accountability in Nigeria.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
83,"$850,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; Ethics and accountability,Cash grants,Omidyar Network Fund Inc,"Redwood City, CA United States",FUND FOR THE CITY OF NEW YORK INC,"New York City, NY United States",To support Open Contracting Partnership project,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
84,"$850,000",2019,Civic Engagement and Government,2 years and 5 months,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Low-income people,General support,Cash grants,The Ford Foundation,"New York City, NY United States",Article 19 Inc.,"Wilmington, DE United States",General support to advance the protection of journalists and freedom of expression in Mexico and Central America and core support for institutional strengthening,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
85,"$843,045",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support; Public engagement and education,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",University of Washington Foundation,"Seattle, WA United States",To establish the center for an informed public at the university of washington.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
86,"$800,000",2019,,1 year,,"Media access and policy; Media access and policy, general; Journalism, news and information; Investigative journalism",Not Specified,Capacity-building and technical assistance; Program expansion,Cash grants,Foundation to Promote Open Society,"New York City, NY United States","Journalism Development Network, Inc.","Washington, DC United States",To strengthen OCCRP's cross-border investigative reporting and to increase OCCRP's wider impact,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
87,"$800,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Activists; Ethnic and racial groups; Nomadic people; Researchers; Victims and oppressed people,General support,Cash grants,Foundation to Promote Open Society,"New York City, NY United States",European Roma Rights Center Aisbl,"1040, Belgium",To provide general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
88,"$800,000",2019,On Nigeria,2 years,,"Journalism, news and information; Investigative journalism",Academics,Ethics and accountability; Program support; Public engagement and education,Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Bayero University,"Pmb, Nigeria",To strengthen investigative and data-driven journalism as tools for reducing corruption and enhancing accountability.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
89,"$775,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,Collegiate Network Inc,"Wilmington, DE United States",INTERCOLLEGIATE STUDIES INSTITUTE INC,"Wilmington, DE United States",National student journalism program,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
90,"$773,585",2019,,1 year and 6 months,YouthWire - Amplifying Youth Voices to Create Healthier Communities,"Journalism, news and information; Journalism, news, and information, general",Activists; Children and youth; Economically disadvantaged people; LGBTQ people; Students; Transgender people,Equal access; Program support; Public engagement and education; Publications,Cash grants,California Endowment,"Los Angeles, CA United States",Youth Leadership Institute,"San Francisco, CA United States",To strengthen the capacity of youth journalists to create narrative change by raising awareness and visibility of health and race equity issues impacting low-income communities in California.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
