index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
69,"$1,388,600",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,Not Specified,Cash grants,National Philanthropic Trust,"Jenkintown, PA United States","National Public Radio, Inc.","Washington, DC United States",CULTURE & ARTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
70,"$1,350,000",2022,On Nigeria,2 years and 6 months,,"Journalism, news and information; Investigative journalism",Academics,Program support,Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Bayero University,"Kano, Nigeria",to consolidate the learning and practice of investigative and data-driven journalism in Nigeria.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
71,"$1,340,000",2022,Beyond Current Program Structure,2 years,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,The Ford Foundation,"New York City, NY United States",The Conversation US,"Waltham, MA United States","Core support for The Chronicle of Philanthropy in transitioning to independent, nonprofit status",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
72,"$1,330,000",2022,,2 years,"Providing quality health news for underserved residents in the U.S. Southwest and creating a cadre of journalists to cover those issues, 2022-2024","Journalism, news and information; Advocacy journalism",American Indians,Equal access; Program support; Public engagement and education,Cash grants,Robert Wood Johnson Foundation,"Princeton, NJ United States",Arizona State University Foundation,"Tempe, AZ United States","To support the Walter Cronkite School of Journalism and Mass Communication at Arizona State University in (1) providing health news to residents of Arizona, New Mexico, Nevada, Texas, and Southern California, with an emphasis on Latino, American Indian, and Spanish-speaking border communities; (2) educating policymakers, healthcare leaders, and residents of the region on issues that affect public policy and healthcare delivery; and (3) developing the next generation of healthcare journalists in the Southwestern United States.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
73,"$1,300,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Children and youth; Students,"Policy, advocacy and systems reform; Program support",Cash grants,Walton Family Foundation Inc,"Bentonville, AR United States",The 74 Media Inc,"New York City, NY United States","To increase awareness of the people, programs and policies that are resulting in increased economic and social mobility for the 74 million school-aged children across the United States.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
74,"$1,250,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States","Committee to Protect Journalists, Inc.","New York City, NY United States",TO SUPPORT THE LONG-TERM FUTURE OF THE COMMITTEE TO PROTECT JOURNALISTS BY INVESTING IN A PERMANENT HOME FOR THE ORGANIZATION AS WELL AS ITS CONTINUED SUSTAINABILITY.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
75,"$1,250,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,The Katie Mcgrath & Jj Abrams Family Foundation,"Encino, CA United States","PRO Publica, Inc.","New York City, NY United States",UNRESTRICTED SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
76,"$1,237,500",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Secure Florida's Future Inc,"Tallahassee, FL United States",Standing Strong for Florida Inc,"Tallahassee, FL United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
77,"$1,220,235",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Corporation for Public Broadcasting,"Washington, DC United States","WMHT Educational Telecommunications, Inc.","Troy, NY United States",TVCSG,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
78,"$1,220,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Vanguard Charitable,"Malvern, PA United States",Community News Foundation,"Harrisonville, MO United States",For recipient's exempt purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
79,"$1,205,016",2022,Global Policy and Advocacy,1 year,"Ediciones El País, S.L.","Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States","Ediciones El Pais S.L., PA","Madrid, Spain",to support El Pais Planeta Futuro’s coverage of development and global health in Africa and engage its audiences through high quality journalism.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
80,"$1,200,000",2022,,1 year,,"Journalism, news and information; Investigative journalism; Journalism education",Adults,Program support,Cash grants,The Annenberg Foundation,"Conshohocken, PA United States",National Press Club Journalism Institute,"Washington, DC United States",FALLEN JOURNALISTS MEMORIAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
81,"$1,200,000",2022,Special Projects,2 years,for general operating support,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth,General support,Cash grants,The William & Flora Hewlett Foundation,"Menlo Park, CA United States","National Public Radio, Inc.","Washington, DC United States","A renewed grant to National Public Radio (NPR) will support the organization?s ongoing development of original, objective news and information programming. With high engagement and thought-provoking content, its growing presence on smart speakers, apps, and other emerging platforms have expanded NPR?s reach to an estimated 132 million people each month. A renewal grant will extend the foundation?s long-standing support for NPR, which dates back to 1988.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
82,"$1,182,328",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Network-building and collaboration; Capacity-building and technical assistance,Cash grants,Online News Association,"Washington, DC United States",Pivot Fund,"Lawrenceville, GA United States","GRANTEE PER FISCAL SPONSORSHIP. PIVOT FUND IS A VENTURE PHILANTHROPY ORGANIZATION DEDICATED TO INVESTING $500 MILLION INTO INDEPENDENT BIPOC-LED CULTURALLY COMPETENT COMMUNITY NEWS ORGANIZATIONS. THE PIVOT FUND INVESTS THROUGH FUNDING, CAPACITY BUILDING, TRAININGS, AND OPPORTUNITIES FOR COLLABORATIVE JOURNALISM.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
83,"$1,146,234",2022,,1 year,,"Journalism, news and information; Constituency journalism",Religious groups,Not Specified,Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Jewish News Service Inc,"Newton Center, MA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
84,"$1,141,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Fellowships,Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States","International Center for Journalists, Inc.","Washington, DC United States",TO PROMOTE THE GLOBAL EXCHANGE OF BEST PRACTICES IN JOURNALISM THROUGH THE KNIGHT FELLOWSHIPS PROGRAM AT THE INTERNATIONAL CENTER FOR JOURNALISTS (ICFJ).,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
85,"$1,128,700",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism",Adults,Not Specified,Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",The Center for Investigative Reporting,"Emeryville, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
86,"$1,100,000",2022,On Nigeria,2 years and 6 months,,"Journalism, news and information; Investigative journalism",Not Specified,Program support,Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Daria Media,"Lagos, Nigeria",to promote anti-corruption and accountability through investigative reporting and strategic media engagement in Nigeria.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
