amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $1,403,064",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Researchers,"SUPPORT STRATEGY: Research and evaluation; Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,Laura and John Arnold Foundation,"HOUSTON, TX United States",Administrators of the Tulane Educational Fund DBA Tulane University,"NEW ORLEANS, LA United States","To improve the quality of education data available to the public, researchers, and educators in New Orleans, Louisiana",https://www.arnoldventures.org/grants-search?years=2023
"TOTAL AMOUNT:  $1,250,003",FISCAL YEAR: 2023,PROGRAM AREA: U.S. Program,GRANT DURATION: 1 year,GRANT TITLE: Northwest Commission on Colleges and Universities,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Research and evaluation,TRANSACTION TYPE: Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States",Northwest Commission On Colleges and Universities,"Redmond, WA United States",to develop tools for the expanded use of postsecondary data in line with privacy protection best practices,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,200,000",FISCAL YEAR: 2023,"PROGRAM AREA: Poverty, Democracy",GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Immigrants and migrants; Artists and performers,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Jpb Foundation,"New York City, NY United States",DEFINE AMERICAN,"Los Angeles, CA United States",General Operating Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,155,000",FISCAL YEAR: 2023,,GRANT DURATION: 3 years,GRANT TITLE: Supporting free media coverage directed toward improving child wellbeing in New Mexico and across the Southwest,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Children and youth; Families,"SUPPORT STRATEGY: Presentations and productions; Program support; Policy, advocacy and systems reform; Public engagement and education",TRANSACTION TYPE: Cash grants,Robert Wood Johnson Foundation,"Princeton, NJ United States",Searchlight New Mexico News,"Santa Fe, NM United States",To support (1) the investigative journalism of Searchlight New Mexico and its network of 35 media outlets as a new media model for New Mexico and the Southwestern United States; (2) print and video news production focused on the health and well-being of children and families in the region; and (3) Searchlight's free content sharing that provides investigative journalism services to underfunded news outlets in rural and underserved communities.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,121,724",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: Religious groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Jewish News Service Inc,"Newton Center, MA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,114,479",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Media access and policy; Media literacy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adults; Children and youth; At-risk youth; Economically disadvantaged people,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Corporation for Public Broadcasting,"Washington, DC United States",LV PUBLIC TELECOMMUNICATIONS CORP. WLVT-TV CHANNEL 39,"Bethlehem, PA United States",TVCSG,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,099,999",FISCAL YEAR: 2023,PROGRAM AREA: U.S. Program,GRANT DURATION: 1 year,"GRANT TITLE: The 74 Media, Inc.","SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Students,SUPPORT STRATEGY: Curriculum development,TRANSACTION TYPE: Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States",The 74 Media Inc,"New York City, NY United States",to provide high-quality nonprofit journalism on key K-12 math education and pathways issues,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,058,700",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media access and policy, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Economically disadvantaged people; Immigrants and migrants; Ethnic and racial groups; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States","The GroundTruth Project, Inc.","Boston, MA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,057,620",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Leona M and Harry B Helmsley Charitable Trust,"New York City, NY United States",KFF (THE HENRY J KAISER FAMILY FOUNDATION),"San Francisco, CA United States",KAISER HEALTH NEWS RURAL HEALTH DESK,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,020,853",FISCAL YEAR: 2023,PROGRAM AREA: Education,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups; Health; Social and economic status; Work status and occupations,SUPPORT STRATEGY: Data and measurement systems; Program support,TRANSACTION TYPE: Cash grants,Walton Family Foundation,"Bentonville, AR United States",The Coleridge Initiative Inc,"New York City, NY United States",To significantly expand the amount and use of K-12 data in its seminal data platform,https://www.waltonfamilyfoundation.org/grants-database
"TOTAL AMOUNT:  $1,001,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,National Philanthropic Trust,"Jenkintown, PA United States",Fallen Journalists Memorial Foundation,"Naples, FL United States","PUBLIC, SOCIETAL BENEFIT",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Baskin Family Foundation,"Chicago, IL United States",Mother Jones,"San Francisco, CA United States",PRODUCE REVELATORY JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,PROGRAM AREA: U.S. Program,GRANT DURATION: 1 year,GRANT TITLE: Carnegie Mellon University,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: General support; Program support,TRANSACTION TYPE: Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States",Carnegie Mellon University,"Pittsburgh, PA United States",To provide general operating support.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,California Community Foundation,"Los Angeles, CA United States",Fallen Journalists Memorial Foundation,"Naples, FL United States",PHILANTHROPIC ACTIVITY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,,GRANT DURATION: 2 years,GRANT TITLE: Center for Health Journalism - Educating Journalists on Health Equity,"SUBJECT:Journalism, news and information; Constituency journalism",POPULATION SERVED: Ethnic and racial groups; Economically disadvantaged people; Academics,"SUPPORT STRATEGY: Program support; Public engagement and education; Policy, advocacy and systems reform; Equal access",TRANSACTION TYPE: Cash grants,California Endowment,"Los Angeles, CA United States",University of Southern California,"Los Angeles, CA United States",To increase public awareness and create policy change around the health inequities facing communities of color in California through news reporting and journalism education.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,PROGRAM AREA: Special Opportunities Fund,GRANT DURATION: 2 years,"GRANT TITLE: National Public Radio, Inc.","SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,CARNEGIE CORPORATION OF NEW YORK,"New York City, NY United States","National Public Radio, Inc.","Washington, DC United States",For general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,PROGRAM AREA: Special Opportunities Fund,GRANT DURATION: 2 years,"GRANT TITLE: Greater Washington Educational Telecommunications Association, Inc.","SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Recordings and broadcasts; General support; Program support,TRANSACTION TYPE: Cash grants,CARNEGIE CORPORATION OF NEW YORK,"New York City, NY United States",Greater Washington Educational Telecommunications Association Inc,"Arlington, VA United States",For core support of the PBS NewsHour,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media justice; Journalism, news and information; Citizen journalism",POPULATION SERVED: Victims of crime and abuse,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Filecoin Foundation for the Decentralized Web,"Middletown, DE United States","Witness, Inc.","New York City, NY United States",OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,PROGRAM AREA: Environment / Conservation and Markets,GRANT DURATION: 2 years and 4 months,GRANT TITLE: Investigative Journalism in Support of Forests and Marine Ecosystems,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Policy, advocacy and systems reform; Research; Program support",TRANSACTION TYPE: Cash grants,GORDON E AND BETTY I MOORE FOUNDATION,"Palo Alto, CA United States",Pulitzer Center on Crisis Reporting,"Washington, DC United States","To enable journalists to investigate and report on commercial and policy conditions that make deforestation, illegal fishing, and related financial crimes too common, and on efforts underway to change those conditions.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,000,000",FISCAL YEAR: 2023,PROGRAM AREA: Journalism and Media,GRANT DURATION: 4 years,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Adolescents; Young adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Youth Radio,"Oakland, CA United States",in support of general operations.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
