amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2020,PROGRAM AREA: Equity & Economic Opportunity,GRANT DURATION: 1 year,GRANT TITLE: 2020 EEO 026,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Economically disadvantaged people,"SUPPORT STRATEGY: Data and measurement systems; Policy, advocacy and systems reform; Research",TRANSACTION TYPE: Cash grants,The Rockefeller Foundation,"New York City, NY United States",Masters Wardens & Members of the Grand Lodge of Masons in MA,"Arlington, MA United States","Grant for use by its Center for Antiracist Research in support of exploring ways to understand, explain and solve seemingly intractable problems of racial inequity and injustice, and to develop a Racial Data Lab and COVID-19 Racial Data Tracker",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,425,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,"Rockefeller Philanthropy Advisors, Inc.","New York City, NY United States",The New York Times Company,"New York City, NY United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,425,000",FISCAL YEAR: 2020,PROGRAM AREA: Arts and Culture,GRANT DURATION: 3 months,GRANT TITLE: PBS Newshour’s CANVAS,"SUBJECT:Television; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Recordings,TRANSACTION TYPE: Cash grants,The Andrew W. Mellon Foundation,"New York City, NY United States",WETA - Greater Washington Educational Telecommunications Association,"Arlington, VA United States",To continue support for PBS Newshour’s CANVAS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,410,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Fellowships,TRANSACTION TYPE: Cash grants,Abrams Foundation Inc,"Boston, MA United States","PRO Publica, Inc.","New York City, NY United States","FELLOWSHIP GRANT, SUPPORT OF PROPUBLICA",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,376,477",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC,"Alpharetta, GA United States",Global Media Outreach,"Plano, TX United States",EVANGELISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,294,930",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",CalMatters,"Sacramento, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,270,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Donors Trust Inc,"Alexandria, VA United States",Community News Foundation,"Harrisonville, MO United States",for general operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,269,851",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; Public engagement and education,TRANSACTION TYPE: Cash grants,"International Center for Journalists, Inc.","Washington, DC United States",Multiple Europe Recipients,,REGIONAL INVESTIGATIVE JOURNALISM NETWORK,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,250,732",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Media justice; Journalism, news and information; Investigative journalism",POPULATION SERVED: Ethnic and racial groups; Low-income people,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,W.K. Kellogg Foundation,"Battle Creek, MI United States",The Futuro Media Group,"New York City, NY United States",Support the work of Solidarity Council on Racial Equity members to advance racial equity and transformative solidarity efforts as a collective force for global change,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,250,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Robert W Woodruff Foundation Inc,"Atlanta, GA United States",Foundation for Public Broadcasting in Georgia Inc,"Atlanta, GA United States",Launch of GPB Journalism Initiative to provide statewide coverage of policy and civic issues.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,200,000",FISCAL YEAR: 2020,PROGRAM AREA: Printing & Publishing,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Children and youth; Students,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",The 74 Media Inc,"New York City, NY United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,200,000",FISCAL YEAR: 2020,PROGRAM AREA: Initiatives/U.S. Democracy/Campaigns and Elections/Money,GRANT DURATION: 3 years,GRANT TITLE: For General Operating Support,"SUBJECT:Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Ethnic and racial groups,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The William & Flora Hewlett Foundation,"Menlo Park, CA United States",ISSUE ONE,"Washington, DC United States","Issue One is a national nonpartisan organization seeking to reduce the influence of money in politics by building a reform coalition — now composed of more than 175 former members of Congress from across the political spectrum — to promote policy solutions. To further support this goal, Issue One is investing in the most promising state and local efforts to address money in politics and advance pro-democracy jurisprudence reform. Given the growing demand for accurate, credible information on government ethics and accountability, Issue One is also increasingly contributing to this dialogue from its unique bipartisan perspective. (Strategy: Improving Campaigns and Elections.)",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,200,000",FISCAL YEAR: 2020,PROGRAM AREA: Special Projects/Media,GRANT DURATION: 2 months,GRANT TITLE: For General Operating Support,SUBJECT:Radio,POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The William and Flora Hewlett Foundation,"Menlo Park, CA United States",National Public Radio,"Washington, DC United States","A renewed grant to National Public Radio (NPR) will support the organization’s ongoing development of original, objective news and information programming. With high engagement and thought-provoking content, its growing presence on smart speakers, apps, and other emerging platforms have expanded NPR’S reach to an estimated 132 million people each month. A renewal grant will extend the foundation’s long-standing support for NPR, which dates back to 1988.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,170,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups; Economically disadvantaged people; Immigrants and migrants,SUPPORT STRATEGY: Earned income; Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,American Journalism Project Inc,"Washington, DC United States",Cityside Journalism Initiative,"Berkeley, CA United States",TO GROW AND DIVERSIFY REVENUE AND TO ADVANCE TOWARD A SUSTAINABLE MODEL FOR LOCAL NEWS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,150,000",FISCAL YEAR: 2020,PROGRAM AREA: Journalism and Media,GRANT DURATION: 2 years,,"SUBJECT:Media Content and Platforms; Television; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Recordings and broadcasts; Program support,TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",WGBH Educational Foundation,"Boston, MA United States",In support of FRONTLINE.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,134,824",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Presentations and productions,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Mother Jones,"San Francisco, CA United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,125,000",FISCAL YEAR: 2020,,GRANT DURATION: 3 years,GRANT TITLE: Supporting free media coverage directed toward improving child well-being in New Mexico and across the Southwest,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: American Indians; Children and youth; Economically disadvantaged people; Families; People of Latin American descent,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Robert Wood Johnson Foundation,"Princeton, NJ United States",Searchlight New Mexico News,"Santa Fe, NM United States",To support (1) the investigative journalism of Searchlight New Mexico and its network of 35 media outlets as a new media model for New Mexico and the Southwestern United States; (2) print and video news production focused on the health and well-being of children and families in the region; and (3) Searchlight's free content sharing that provides investigative journalism services to underfunded news outlets in rural and underserved communities.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,117,776",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Ethics and accountability,TRANSACTION TYPE: Cash grants,Fidelity Investments Charitable Gift Fund,"Boston, MA United States",Center for Public Integrity,"Washington, DC United States",For grant recipient's exempt purposes,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,116,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Donors Trust Inc,"Alexandria, VA United States",Franklin News Foundation,"Chicago, IL United States",for general operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,100,000",FISCAL YEAR: 2020,PROGRAM AREA: U.S. Program,GRANT DURATION: 1 year,GRANT TITLE: Seattle Foundation,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Students; Academics; Children and youth,"SUPPORT STRATEGY: Policy, advocacy and systems reform; Program support; Public engagement and education",TRANSACTION TYPE: Cash grants,BILL & MELINDA GATES FOUNDATION,"Seattle, WA United States",Seattle Foundation,"Seattle, WA United States",to ensure solutions-oriented coverage of education issues,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,100,000",FISCAL YEAR: 2020,PROGRAM AREA: Journalism and Media,GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",The Center for Investigative Reporting,"Emeryville, CA United States",In support of general operations.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,095,772",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Corporation for Public Broadcasting,"Washington, DC United States","WMHT Educational Telecommunications, Inc.","Troy, NY United States",TVCSG,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,075,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; Network-building and collaboration; Equal access,TRANSACTION TYPE: Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States","PRO Publica, Inc.","New York City, NY United States",TO SUPPORT HIGH-QUALITY INVESTIGATIVE REPORTING AND DATA JOURNALISM IN LOCAL NEWSROOMS ACROSS THE COUNTRY.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,070,000",FISCAL YEAR: 2020,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Fellowships,TRANSACTION TYPE: Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States","International Center for Journalists, Inc.","Washington, DC United States",TO PROMOTE THE GLOBAL EXCHANGE OF BEST PRACTICES IN JOURNALISM THROUGH THE KNIGHT FELLOWSHIPS PROGRAM AT THE INTERNATIONAL CENTER FOR JOURNALISTS (ICFJ).,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
