amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
"TOTAL AMOUNT:  $1,650,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Lenfest Institute for Journalism Special Asset Fund of Tpf,"Philadelphia, PA United States",American Press Institute Inc,"Arlington, VA United States","(D) = $1,650,000.00",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,631,600",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism education",POPULATION SERVED: Academics,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,David X Marks Foundation,"Los Angeles, CA United States",University of Southern California - Annenberg School for Communication and Journalism,"Los Angeles, CA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,600,000",FISCAL YEAR: 2022,PROGRAM AREA: On Nigeria,GRANT DURATION: 2 years and 6 months,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Program support; Policy, advocacy and systems reform",TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Centre for Journalism Innovation and Development,"Abuja, Nicaragua",to strengthen investigative reporting and data-driven journalism to promote accountability in Nigeria.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,583,333",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Presentations and productions; Program support,TRANSACTION TYPE: Cash grants,"John S. and James L. Knight Foundation, Inc.","Miami, FL United States",Institute for Nonprofit News,"LOS ANGELES, CA United States",TO SUPPORT THE INSTITUTE FOR NONPROFIT NEWS AND ITS PROGRAMS TO STRENGTHEN THE HIGH-QUALITY LOCAL NEWS ECOSYSTEM IN THE U.S. BY FOCUSING ON THE FINANCIAL SUSTAINABILITY OF NONPROFIT NEWSROOMS.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,534,969",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Fiscal sponsorships,TRANSACTION TYPE: Cash grants,Institute for Nonprofit News,"Beverly Hills, CA United States",Open Campus Media Inc,"Washington, DC United States",ORGANIZATION IS A FISCAL SPONSOR,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,515,000",FISCAL YEAR: 2022,"PROGRAM AREA: Technology and Society; Disability Inclusion; Creativity and Free Expression; Gender, Racial and Ethnic Justice",GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Transgender people; Women and girls; People of Arab descent; People of African descent; People of Asian descent; American Indians; Alaskan Natives; People of Latin American descent; Multiracial people; Native Hawaiians; Pacific Islanders; People with disabilities; Immigrants and migrants; Sexual identity,SUPPORT STRATEGY: General support; Program support,TRANSACTION TYPE: Cash grants,The Ford Foundation,"New York City, NY United States","Rockefeller Philanthropy Advisors, Inc.","New York City, NY United States","Core support for the Pop Culture Collaborative Fund, a funder learning community transforming narratives about people of color, immigrants, refugees, Muslims, and indigenous peoples through pop culture; and project support for institutional strengthening",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,501,648",FISCAL YEAR: 2022,,GRANT DURATION: 2 years,"GRANT TITLE: Supporting investigative journalism on healthcare at ProPublica, 2022-2024","SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,"SUPPORT STRATEGY: Policy, advocacy and systems reform; Program support",TRANSACTION TYPE: Cash grants,Robert Wood Johnson Foundation,"Princeton, NJ United States","PRO Publica, Inc.","New York City, NY United States","To support healthcare-related investigative journalism at ProPublica, Inc.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Crankstart Foundation,"SAN FRANCISCO, CA United States","PRO Publica, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism; Journalism education",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education; Program support,TRANSACTION TYPE: Cash grants,Diana Davis Spencer Foundation Inc,"Bethesda, MD United States",Informing America Foundation,"WASHINGTON, DC United States",PUBLIC INTEREST JOURNALISM AND EDUCATIONAL OUTREACH,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Donors Trust Inc,"Alexandria, VA United States",Informing America Foundation,"WASHINGTON, DC United States",for general operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Fellowships,TRANSACTION TYPE: Cash grants,Frechette Family Foundation,"Minneapolis, MN United States",Marquette University,"Milwaukee, WI United States",PERRY AND ALICIA O'BRIEN FELLOWSHIP IN PUBLIC SERVICE JOURNALISM,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,GRANT TITLE: $1.5M in Grant Awards Across the Central Valley of CA Dedicated to Local Journalism & Civic Engagement,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Leadership and professional development; Program support,TRANSACTION TYPE: Cash grants,James B. McClatchy Foundation,"Sacramento, CA United States",Unknown Recipient(s),,"The James B. Mcclatchy Foundation made $1.5 Million in grant awards across the central valley of California, dedicated to local journalism & civic engagement. These grants are a part of JBMF'S efforts to preserve first amendment rights by strengthening local journalism infrastructure and building a connected ecosystem of both public and private organizations. The investments to more than 25 organizations will lead to 20 journalism jobs across the Central Valley, fund innovative programs that cultivate next generation journalists and civic leaders, and reignite local investigative journalism that holds powerful interests accountable.",https://www.yahoo.com/now/1-5m-grant-awards-across-211000908.html
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,PROGRAM AREA: Journalism and Media,GRANT DURATION: 3 years and 11 months,,"SUBJECT:Media access and policy; Media justice; Journalism, news and information; Citizen journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Stichting Global Voices,"Amsterdam, Netherlands",in support of general operations.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Quadrivium,"New York City, NY United States",American Journalism Project Inc,"Washington, DC United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics,SUPPORT STRATEGY: Data and measurement systems; Capital and infrastructure; Program support,TRANSACTION TYPE: Cash grants,S & L Marx Foundation,"Wilmington, DE United States",Yale University,"New Haven, CT United States",Data Science Library,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Indigenous peoples; Low-income people,SUPPORT STRATEGY: Data and measurement systems; Program support,TRANSACTION TYPE: Cash grants,The Patrick J Mcgovern Foundation Inc,"Boston, MA United States",World Resources Institute,"Washington, DC United States",TO SUPPORT THE WORK OF THE WRI GLOBAL DATA LAB AND DATA-DRIVEN CLIMATE EFFORTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,PROGRAM AREA: CPA Central Office,GRANT DURATION: 1 year,GRANT TITLE: 2022 VPO 002,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Children and youth; Students,SUPPORT STRATEGY: Capacity-building and technical assistance; Program support,TRANSACTION TYPE: Cash grants,The Rockefeller Foundation,"New York City, NY United States",PULITZER CENTER ON CRISIS REPORTING,"Washington, DC United States","Grant in support of building journalism capacity by developing inclusive reporter training, tools for newsrooms, peer networks, and resources to expand coverage of under-reported and/or inaccurately reported critical public health information",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,500,000",FISCAL YEAR: 2022,PROGRAM AREA: Gender Equity & Governance,GRANT DURATION: 2 years,GRANT TITLE: for the Global Partnership for Sustainable Development Data,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support; Program support,TRANSACTION TYPE: Cash grants,The William & Flora Hewlett Foundation,"Menlo Park, CA United States","United Nations Foundation, Inc.","Washington, DC United States","The United Nations Foundation serves as the institutional host of the Global Partnership for Sustainable Development Data (GPSDD), which brings together government, private-sector, civil society, and international institutions to harness new and traditional sources of data to better understand and address development challenges. This grant will support the implementation of the partnership?s new strategic plan, which seeks to solve three major problems: (a) how to harness up-to-date data to ensure decisions are informed by current and changing contexts; (b) how to safely include and represent all people in data and the data value chain; and (c) how to govern data fairly and safely. This grant supports the Evidence-Informed Policymaking strategy goal that governments in East and West Africa make better use of data to improve decision making and outcomes for people.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,388,600",FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,National Philanthropic Trust,"Jenkintown, PA United States","National Public Radio, Inc.","Washington, DC United States",CULTURE & ARTS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,350,000",FISCAL YEAR: 2022,PROGRAM AREA: On Nigeria,GRANT DURATION: 2 years and 6 months,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Academics,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,John D. and Catherine T. MacArthur Foundation,"Chicago, IL United States",Bayero University,"Kano, Nigeria",to consolidate the learning and practice of investigative and data-driven journalism in Nigeria.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
"TOTAL AMOUNT:  $1,340,000",FISCAL YEAR: 2022,PROGRAM AREA: Beyond Current Program Structure,GRANT DURATION: 2 years,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Ford Foundation,"New York City, NY United States",The Conversation US,"Waltham, MA United States","Core support for The Chronicle of Philanthropy in transitioning to independent, nonprofit status",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
